Nr.;Autor;Titel;Format;Inhaltsbeschreibung;Genre;Verlag;Sprache;Zustand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Lind, Hiltrud;Die Windvogelschule;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;Lindgren, Astrid;Michel bringt die Welt in Ordnung;;;Kinderbuch;Oetinger;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Lindgren, Astrid ;Pippi Langstrumpf;;;Kinderbuch;Oetinger;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;London, Jack;Goldcanon;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Lüdemann, Hans - Ulrich;Ich - dann eine Weile nichts;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Lustbader, Eric van;Teuflischer Engel;;;Roman;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Malberg;Der blaue Kobold;;;Geschichtensammlung;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Mann, Thomas;Bekenntnisse des Hochstaplers Felix Krull;;;Roman;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Marek, Jiri;Panoptikum der Altstadt Prag;;;Kriminalroman;Volk und Welt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Marek, Jiri;Panoptikum alter Kriminalfälle;;;Kriminalroman;Volk und Welt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Marschak, Samuil;Wie die Katze einen Namen bekam;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Marschak, Samuil;Das Katzenhaus;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;Mendelssohn, Kurt;Das Rätsel der Pyramiden;;;Sachbuch;Bastei;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Menzel, Gerhart;Der Clown Pallawatsch;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;Menzel, W. Gerhard;Der weiße Delphin;;;Kinderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;Meyer, Conrad Ferdinand;Novellen;;;Geschichtensammlung;Evangelische Verlagsanstalt Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;Meyer, Helga & Hansgeorg;Kartoffelpuffer;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;Mitru, Alexandru;Das Goldene Hähnchen;;;Märchen;Verlag Bukarest;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;Moravia, Alberto;Die Römerin;;;Roman;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;Mosik, Ines Angelika;Die Spielzeugkiste;;;Kinderbuch;Scholz Künstler;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;Musäus, Jahann Karl August;Märchen und Sagen;;;Märchensammlung;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;Nemcova, Bozena;Der Nimmersatt;;;Märchensammlung;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;Nese, Maroco;Allein Gegen die Mafia;;;Roman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;Neumann, Karl;Das Mädchen hieß Gesine;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;Nicolle, David;Die Ritter;;;Nachschlagewerk;Karl Müller Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;Nossow, N.;Nimmerklug im Knirpsenland;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Paschke, Erika;Glücksläufer;;;Roman;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;Paustowski;Lieber Freund Tobik;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;Pearce, Michael;Im Schatten des Feigenbaumes;;;Roman;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Perry, Anne;Ein Mann aus bestem Hause;;;Krimi, Historie;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Perry, Anne;Die Frau in Kirschrot;;;Krimi, Historie;Heyne;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;Peters, Ruth;Großmütterchen Immergrün;;;Märchen und Erzählungen;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;Platonow, Andrej;Die Schustersfrau als Zarin;;;Märchen;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;Pludra, Benno;Bootsmann auf der Scholle;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Pludra, Benns;Lütt Matten und die weiße Muschel;;;Kinderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;Poe, Edgar Allan;Der Doppelmord in der Rue Morgue;;;Kurzgeschichten;Reclam;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;Poe, Edgar Allan;Die Maske des Roten Todes;;;Kurzgeschichten;Reclam;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;Poller, Sigfried;Was man alles daraus machen kann;;;Erklärungen;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;Rackwitz, Erich;Geheimnis um Vineta;;;Sagen;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;Radel, Jutta;Tiergeschichten zum Vorlesen;;;Kinderbuch;Loewe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;Renn, Ludwig;Nobi;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;Robbin, von Irving;Was ist Was B 35 Erfindungen die Welt veränderten;;;Nachschlagewerk;Tessloff Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Robbin, von Irving;Was ist Was B 14 Versunkene Schätze;;;Nachschlagewerk;Tessloff Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;Rodrian;Minni und die Kuh Mariken;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;Rodrian, Fred;Wir gehen mal zu Fridolin;;;Kinderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;Rowling, Joanne K.;Harry Potter und der Stein der Weisen;Hardcover;;Abenteuerbuch;Carlsen;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;Rowling, Joanne K.;Harry Potter und die Kammer des Schreckens;Hardcover;;Abenteuerbuch;Carlsen;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;Rowling, Joanne K.;Harry Potter und der Gefangene von Askaban;Hardcover;;Abenteuerbuch;Carlsen;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Rowling, Joanne K.;Harry Potter und der Feuerkelch;Hardcover;;Abenteuerbuch;Carlsen;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Rowling, Joanne K.;Harry Potter und der Orden des Phönix;Hardcover;;Abenteuerbuch;Carlsen;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;Santarova, Alena;Katja;;;Roman;Altberliner Verlag Lucie Groszer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Sauff, wilhelm;Märche;;;Märchensammlung;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;Sayers, Dorothy L.;Geheimisvolles Gift;;;Kriminalroman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;Scarce, Carolyn;Famielie Teddy der Ausflug;;;Bilderbuch;Carlsen;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;Schmitt, Erich;Das dicke Schmitt - Buch;;;Kinderbuch;Eulenspiegelverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;Schulze, Kurt;Parole Vogelsang;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;Schumacher, Hildegard u.Siegfried;Die Riesenwelle;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;Schwab, Gustav;Kampf um Troja;;;Sagen;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;Schwab, Gustav;Die schönsten Sagen des klassischen Altertums B 2;;;Sagen;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;Siebe, Hans;Der Feuersprung;;;Abenteuerbuch;Neues Leben;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;Simenon, Georges;Bellas Tod / Sonntag;;;Kriminalroman;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;Simenon, Georges;Drei Fälle aus dem Leben des Komissar Maigret;;;Kriminalroman;Volk und Welt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;Smith, D. Howden;Porto Bello Gold;;;Roman;Kiepenheuer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;Snegirjow, Gennadi;Das Wunderboot;;;Märchen;Verag Progress Moskau;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;Spender, Waldemar & Appelmann, Karl-Heinz;Die Schweinchenschule;;;Kinderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;Stark, Isolde;Vom Igel der keiner mehr sein sollte;;;Kinderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;Stein, Ulli;Alles Liebe!;Hardcover;;Comic;Lappan;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;Stein, Ulli;Solange er nicht in meine Geranien tritt ...;Hardcover;;Comic;Lappan;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;Stendhal;Die Kartause von Parma Band;;;Roman;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;Stevenson, Robert Louis;Catriona;;;Abenteuerbuch;Kiepenheuer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;Stevenson, Robert Louis;Entführt;;;Abenteuerbuch;Kiepenheuer;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;Stevenson, Robert Louis;Der Junker von Ballantrae;Hardcover;;Roman;Arena;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;Stevenson, Robert Louis;Die Schatzinsel;Hardcover;;Kinderbuch;Neues Leben;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;Stevenson, Robert Louis;David Balfour;Hardcover;;Abenteuerbuch;Xenos;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;Stine, R.L.;Unter Werwölfen;Paperback;;Horror;Omnibus;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;Stine, R.L.;Schattenwelt - Der Fluch des Jokers;Paperback;Schattenwelt;Horror;Loewe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;Stine, R.L.;Gänsehaut 05 - Der Fluch des Mumiengrabes;Paperback;Gänsehaut Folge: 5;Horror;Omnibus;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;Stolz, Mary;Die Abenteuer des Sklaven Cezanne Pinto;;;Kinderbuch;Herder;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;Storey, Pamela;Brummelbär, der kleine Pechvogel;;;Kinderbuch;Pestalozzi;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;Storm, Theodor;Der Schimmelreiter;;;Novelle;Philipp Reclam jun. Leipzig;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;Sutjew;Lustige Geschichten;;;Tiergeschichten;Leiv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;Sutjew;Dicke freunde;;;Tiergeschichten;Leiv;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;Swift, Jonathan;Gullivers Reisen;;;Kinderbuch;Xenos;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Szamos, Rudolf;Kantor auf der Spur;;;Krimi;Militärverlag der DDR;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Tannewitz, A. Müller;Leselöwen Hasengeschichten;;;Kinderbuch;Loewe;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;Tarnowski, Prof. Dr. Wolfgang;Was ist Was Band 88   Ritter;;;Nachschlagewerk;Tessloff Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Taylor, Kenneth;Hoffnungen für Kinder;;;Glaubensschrift;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;Teichmann, Dirk - Holger ;Der große Deutschland Atlas für Kinder;;;Nachschlagewerk;Gondrom Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;Tenfjord, Jo;Sally und das Geheimnis der Schatzinsel;;;Abenteuerbuch;Dressler;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;Tesch, Michael;Die Weissagung der Wölwa;;;Abenteuerbuch;Herder;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;Thoma, Ludwig;Lausbubengeschichten;;;Kurzgeschichten;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;Tolstoi, Lew;Kleine Geschichten;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;Twain, Mark;Tom Sawyers, Huckleberry Finns Abenteuer;;;Kinderbuch;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;Verne, Jules;Die Reise um die Erde in 80 Tagen/ Der Kurier des Zaren;Hardcover;;Abenteuerbuch;Readers Digest;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;Verne, Jules;Die Reise von der Erde zum Mond;Paperback;;Kinderbuch;Xenos;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;von der Grün, Max;Vorstadt Krokodile;;;Kinderbuch;Rotfuchs;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;Wahlöö, Per Sjöwall Maj;Der Mann auf dem Balkon     Der lachende Polizist;;;Kriminalroman;Volk und Welt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;Weber, Karin;Der Traumstein Zordraks Stimme;;;Kinderbuch;favorit;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;Weber, Karin;Der Traumstein Die Entführung;;;Kinderbuch;favorit;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;Wedding, Alex;Das große Abenteuer des Kaspar Schmeck;;;Kinderbuch;Neues Leben;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;Wehner,  Wolfgang;Der Alte vom Fischersee;;;Kinderbuch;Holz;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;Weller, Walter;Lauter unglaubliche Geschichten;;;Erzählungen;Mitteldeutscher Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Welsh, Renate;Das Vamperl;;;Kinderbuch;Deutscher Tschenbuchverlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;Wernic, Wistaw;Die Sonne von Arizona;;;Kinderbuch;Kompass;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;Winnington;Gullet und die Todeskurve     Herz Versagen;;;Kriminalroman;Das neue Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;Witting, Karl;Die Wichtel im Walde;;;Kinderbuch;Dr. Herbert Schulze Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;Wolf, Friedrich;Märchen für große und kleine Kinder;;;Märchensammlung;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Wolf, Friedrich ;Bummi ;;;Tiergeschichten;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;Wolf, Stefan;Das Phantom im Schokoladen-Museum;;TKKG - Band 79;Kinderbuch;Pelikan;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;Wolf, Stefan;TKKG  (Da sind mehrere Geschichten drin);;TKKG;Kinderbuch;Pelikan;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;Wolkow, Alexander;Die Sieben unterirdischen Könige;Hardcover;3. Band;Märchen;Raduga - Verlag Moskau;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;Wood, Tim;Wunder des Altertums;;;Nachschlagewerk;Karl Müller Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;Zeiske, Wolfgang;Förster Grünrock erzählt von den Tieren des Waldes;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Zeiske, Wolfgang;Wittschwart;;;Tiergeschichte;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;Zeiske, Wolfgang;Starke Schwingen;;;Tiergeschichte;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;-;James Bond Geheimagent 007;Hardcover mit Einband;;Nachschlagewerk;Dorlinger Kindersley;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;-;Biologie in Übersichten;;;Nachschlagewerk;Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;-;Lebensaltag im Mittelalter;Hardcover;;Nachschlagewerk;Das Beste;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;-;Verborgene Schätze;;;Nachschlagewerk;Naumann & Göbel;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;-;Das kleine SHAW- Buch;;;Kinderbuch;Kinderbuchverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;-;Im Spiegel der Zeit;;;Nachschlagewerk;Das Beste;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;-;Dunkel wars der Mond schien Helle;;;Kinderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;-;Prinz Eisenherz Ritter der Tafelrunde;Hardcover;;Kinderbuch;Unipart;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;-;Robin Hood;;;Kinderbuch;Delphin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;-;Vogelhochzeit;;;Bilderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;-;Das Schwein Rosa;;;Bilderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;-;Die Häsin Paula;;;Bilderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;-;Der Igel Franz;;;Bilderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;-;Zwei  Freunde;;;Bilderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;-;Das ist der hölzerne Mann;;;Bilderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;-;Die gelanten Abenteuer Münch Hausens;;;Kinderbuch;Eulenspiegelverlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;-;Aus dem Wunderland der Tiere;;;Kinderbuch;Gottlob Koezle;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;-;Volksmärchen;;;Märchensammlung;Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;-;Russische Märchen;;;Märchensammlung;Verag Progress Moskau;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;-;Entführt;;;Kinderbuch;Xenos;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;-;Phantastische Geschichten;;;Märchensammlung;Moewig;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;-;Der Wegweiser;;;Glaubensschrift;Evangelische Verlagsanstalt Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;-;Die Rätselhafte Feder;;;Kinderbuch;Alfred Holz Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;-;Das große Krimi Lesebuch;;;Kriminalroman;Goldmann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;-;Machs noch einmal, Schnüffler;;;Kriminalroman;Bastei;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;-;Geschichten aus Tausend und einer Nacht;;;Märchen;Reclam;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;-;50 Novellen der italienischen Renaissance  Band 1;;;Roman;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;-;51 Novellen der italienischen Renaissance  Band 2;;;Roman;Aufbau Verlag Berlin;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;-;Der Unhold             ;;;Kriminalroman;Geifenverlag zu Rudolfstadt;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;-;Menschen die die Welt Bewegten;;;Geschichtensammlung;Das Beste;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;-;Buffalo Bill;;;Kinderbuch;Xenos;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;-;Johanna von Orleans;;;Kinderbuch;Xenos;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;-;Richard Löwenherz;;;Kinderbuch;Xenos;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;-;Wilhelm Tell;;;Kinderbuch;Xenos;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;-;Nestor der Igel    Der Geizige;;;Kinderbuch;Hemma;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;-;Warum kommen Bumerags zurück ?;;;Erklärungen;Horizont Verlag;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;-;Der Goofy Film;Hardcover;;Kinderbuch;Schneider Buch;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;-;Peter Pan;Hardcover;;Kinderbuch;Schneider Buch;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;-;Bambi;;;Kinderbuch;Ehapa ;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;-;Spiel & Spaß für unterwegs;;;Spielebuch;Bassermann;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;-;Die schönsten Abenteuergeschichten;;;Abenteuerbuch;Moewig;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;-;Zwei Hobbymaler in Paris ..Abenteuer in Frankreich;;;Kinderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;-;Superstarke Bärengeschichten;;;Kinderbuch;Pestalozzi;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;-;Sandmänchen erzählt Geschichten für 365 Tage;;;Geschichtensammlung;Pestalozzi;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;-;Mein schönstes Tiergeschichtenbuch;;;Kinderbuch;Pestalozzi;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;-;Sing und Spiel mit uns;;;Lieder- Spiele Sammlung;Pestalozzi;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;-;Aschenputtel und andere Märchen und Geschichten;;;Märchensammlung;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;-;Gefährdete Tiere in Urwald und Inselwelt;;;Bilderbuch;Siebert;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;-;Rotkäppchen   König Drosselbart;;;Kinderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;-;Zwergengeschichten Im Tal der Tiere;;;Kinderbuch;Pestalozzi;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;-;Zwergengeschichten  Im Wiesengrund;;;Kinderbuch;Pestalozzi;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;-;Tiergeschichten zum Vorlesen;;;Kinderbuch;Schneider Buch;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;-;Teddybären auf dem Bauernhof;;;Lernbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;-;Hirsch Heinrich;;;Kinderbuch;;Deutsch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
